Nro;Tipo Doc;Tipo Compra;RUT Proveedor;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Monto Exento;Monto Neto;Monto IVA Recuperable;Monto Iva No Recuperable;Codigo IVA No Rec.;Monto Total;Monto Neto Activo Fijo;IVA Activo Fijo;IVA uso Comun;Impto. Sin Derecho a Credito;IVA No Retenido;NCE o NDE sobre Fact. de Compra;Codigo Otro Impuesto;Valor Otro Impuesto;Tasa Otro Impuesto;
169;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248208;14-11-2017;14-11-2017 14:57;0;555584;105561;;;661145;;;;;0;;;;;
170;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248209;14-11-2017;14-11-2017 14:57;0;140487;26693;;;167180;;;;;0;;;;;
171;33;Del Giro;76733480-K;COMERCIAL TIER S.A.;12186;14-11-2017;14-11-2017 14:58;0;119920;22785;;;142705;;;;;0;;;;;
172;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248235;14-11-2017;14-11-2017 15:10;0;81804;15543;;;97347;;;;;0;;;;;
173;33;Del Giro;78701740-1;WURTH CHILE LIMITADA;772389;14-11-2017;14-11-2017 14:59;0;7650;1454;;;9104;;;;;0;;;;;
174;33;Del Giro;76733480-K;COMERCIAL TIER S.A.;12187;14-11-2017;14-11-2017 15:00;0;119920;22785;;;142705;;;;;0;;;;;
175;33;Del Giro;96931150-K;KIA CHILE S.A.;504241;14-11-2017;14-11-2017 15:12;0;23465;4458;;;27923;;;;;0;;;;;
176;33;Del Giro;96676670-0;Comercial Chrysler S.A.;474234;14-11-2017;14-11-2017 15:18;0;8530;1621;;;10151;;;;;0;;;;;
177;33;Del Giro;96676670-0;Comercial Chrysler S.A.;474233;14-11-2017;14-11-2017 15:18;0;197305;37488;;;234793;;;;;0;;;;;
178;33;Del Giro;79802860-K;Automotriz Portillo S.A.;212865;14-11-2017;14-11-2017 15:21;0;335094;63668;;;398762;;;;;0;;;;;
179;33;Del Giro;96931150-K;KIA CHILE S.A.;504249;14-11-2017;14-11-2017 15:22;0;23521;4469;;;27990;;;;;0;;;;;
180;33;Del Giro;93297000-7;SUBARU CHILE S.A.;163813;14-11-2017;14-11-2017 15:11;0;265914;50524;;;316438;;;;;0;;;;;
181;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248248;14-11-2017;14-11-2017 15:24;0;238990;45408;;;284398;;;;;0;;;;;
182;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248241;14-11-2017;14-11-2017 15:13;0;354182;67295;;;421477;;;;;0;;;;;
183;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248242;14-11-2017;14-11-2017 15:13;0;7785;1479;;;9264;;;;;0;;;;;
184;33;Del Giro;84265600-1;COMERCIAL PIO NONO LIMITADA;37196;14-11-2017;14-11-2017 15:25;0;12605;2395;;;15000;;;;;0;;;;;
185;33;Del Giro;96364000-5;MMC Chile S.A.;435335;14-11-2017;14-11-2017 15:25;0;125323;23811;;;149134;;;;;0;;;;;
186;33;Del Giro;96364000-5;MMC Chile S.A.;435337;14-11-2017;14-11-2017 15:25;0;25294;4806;;;30100;;;;;0;;;;;
187;33;Del Giro;96364000-5;MMC Chile S.A.;435338;14-11-2017;14-11-2017 15:25;0;127906;24302;;;152208;;;;;0;;;;;
188;33;Del Giro;96364000-5;MMC Chile S.A.;435339;14-11-2017;14-11-2017 15:25;0;236115;44862;;;280977;;;;;0;;;;;
189;33;Del Giro;96364000-5;MMC Chile S.A.;435340;14-11-2017;14-11-2017 15:25;0;8909;1693;;;10602;;;;;0;;;;;
190;33;Del Giro;96364000-5;MMC Chile S.A.;435342;14-11-2017;14-11-2017 15:25;0;320760;60944;;;381704;;;;;0;;;;;
191;33;Del Giro;96364000-5;MMC Chile S.A.;435336;14-11-2017;14-11-2017 15:25;0;7693;1462;;;9155;;;;;0;;;;;
192;33;Del Giro;96364000-5;MMC Chile S.A.;435341;14-11-2017;14-11-2017 15:25;0;298024;56625;;;354649;;;;;0;;;;;
193;33;Del Giro;96364000-5;MMC Chile S.A.;435343;14-11-2017;14-11-2017 15:25;0;106453;20226;;;126679;;;;;0;;;;;
194;33;Del Giro;96364000-5;MMC Chile S.A.;435345;14-11-2017;14-11-2017 15:25;0;318605;60535;;;379140;;;;;0;;;;;
195;33;Del Giro;96364000-5;MMC Chile S.A.;435346;14-11-2017;14-11-2017 15:25;0;136645;25963;;;162608;;;;;0;;;;;
196;33;Del Giro;96364000-5;MMC Chile S.A.;435344;14-11-2017;14-11-2017 15:25;0;1089646;207033;;;1296679;;;;;0;;;;;
197;33;Del Giro;96364000-5;MMC Chile S.A.;435347;14-11-2017;14-11-2017 15:25;0;356448;67725;;;424173;;;;;0;;;;;
198;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361948;14-11-2017;14-11-2017 15:28;0;1712100;325299;;;2037399;;;;;0;;;;;
199;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361950;14-11-2017;14-11-2017 15:28;0;445157;84580;;;529737;;;;;0;;;;;
200;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361951;14-11-2017;14-11-2017 15:28;0;57678;10959;;;68637;;;;;0;;;;;
201;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361949;14-11-2017;14-11-2017 15:28;0;11828;2247;;;14075;;;;;0;;;;;
202;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361952;14-11-2017;14-11-2017 15:28;0;131738;25030;;;156768;;;;;0;;;;;
203;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361956;14-11-2017;14-11-2017 15:28;0;122832;23338;;;146170;;;;;0;;;;;
204;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361955;14-11-2017;14-11-2017 15:28;0;367811;69884;;;437695;;;;;0;;;;;
205;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361957;14-11-2017;14-11-2017 15:28;0;137327;26092;;;163419;;;;;0;;;;;
206;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361954;14-11-2017;14-11-2017 15:28;0;6406;1217;;;7623;;;;;0;;;;;
207;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361953;14-11-2017;14-11-2017 15:28;0;3737;710;;;4447;;;;;0;;;;;
208;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361958;14-11-2017;14-11-2017 15:28;0;540171;102632;;;642803;;;;;0;;;;;
209;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361960;14-11-2017;14-11-2017 15:28;0;502932;95557;;;598489;;;;;0;;;;;
210;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361959;14-11-2017;14-11-2017 15:28;0;29938;5688;;;35626;;;;;0;;;;;
211;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361961;14-11-2017;14-11-2017 15:28;0;9034;1716;;;10750;;;;;0;;;;;
212;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361963;14-11-2017;14-11-2017 15:28;0;595523;113149;;;708672;;;;;0;;;;;
213;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361962;14-11-2017;14-11-2017 15:28;0;77229;14674;;;91903;;;;;0;;;;;
214;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361964;14-11-2017;14-11-2017 15:28;0;345607;65665;;;411272;;;;;0;;;;;
215;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361968;14-11-2017;14-11-2017 15:28;0;54000;10260;;;64260;;;;;0;;;;;
216;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361966;14-11-2017;14-11-2017 15:28;0;255695;48582;;;304277;;;;;0;;;;;
217;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361965;14-11-2017;14-11-2017 15:28;0;39902;7581;;;47483;;;;;0;;;;;
218;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361967;14-11-2017;14-11-2017 15:28;0;129300;24567;;;153867;;;;;0;;;;;
219;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248264;14-11-2017;14-11-2017 15:31;0;809937;153888;;;963825;;;;;0;;;;;
220;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248247;14-11-2017;14-11-2017 15:21;0;37584;7141;;;44725;;;;;0;;;;;
221;33;Del Giro;76005843-2;South Pacific Motor Chile S.A;78148;14-11-2017;14-11-2017 15:34;0;16500;3135;;;19635;;;;;0;;;;;
222;33;Del Giro;96931150-K;KIA CHILE S.A.;504252;14-11-2017;14-11-2017 15:39;0;169736;32250;;;201986;;;;;0;;;;;
223;33;Del Giro;84265600-1;COMERCIAL PIO NONO LIMITADA;37200;14-11-2017;14-11-2017 15:28;0;29412;5588;;;35000;;;;;0;;;;;
224;33;Del Giro;79951700-0;NECSA COMERCIAL S A;2755;14-11-2017;14-11-2017 15:40;0;397863;75594;;;473457;;;;;0;;;;;
225;33;Del Giro;96931150-K;KIA CHILE S.A.;504258;14-11-2017;14-11-2017 15:41;0;291789;55440;;;347229;;;;;0;;;;;
226;33;Del Giro;84265600-1;COMERCIAL PIO NONO LIMITADA;37203;14-11-2017;14-11-2017 15:30;0;83704;15904;;;99608;;;;;0;;;;;
227;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248263;14-11-2017;14-11-2017 15:31;0;1667560;316836;;;1984396;;;;;0;;;;;
228;33;Del Giro;96676670-0;Comercial Chrysler S.A.;474254;14-11-2017;14-11-2017 15:45;0;16122;3063;;;19185;;;;;0;;;;;
229;33;Del Giro;96676670-0;Comercial Chrysler S.A.;474253;14-11-2017;14-11-2017 15:45;0;208704;39654;;;248358;;;;;0;;;;;
230;33;Del Giro;96931150-K;KIA CHILE S.A.;504275;14-11-2017;14-11-2017 15:46;0;326597;62053;;;388650;;;;;0;;;;;
231;33;Del Giro;93297000-7;SUBARU CHILE S.A.;163822;14-11-2017;14-11-2017 15:48;0;31229;5934;;;37163;;;;;0;;;;;
232;33;Del Giro;93297000-7;SUBARU CHILE S.A.;163823;14-11-2017;14-11-2017 15:48;0;228572;43429;;;272001;;;;;0;;;;;
233;33;Del Giro;76324604-3;SERVICIO TECNICO SKAN SERVICES LIMITADA;4022;14-11-2017;14-11-2017 15:48;0;52500;9975;;;62475;;;;;0;;;;;
234;33;Del Giro;76686097-4;SOCIEDAD AUTOMOTRIZ RCU SPA;160;14-11-2017;14-11-2017 15:51;0;265000;50350;;;315350;;;;;0;;;;;
235;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361992;14-11-2017;14-11-2017 15:53;0;3890;739;;;4629;;;;;0;;;;;
236;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361991;14-11-2017;14-11-2017 15:53;0;149625;28429;;;178054;;;;;0;;;;;
237;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361997;14-11-2017;14-11-2017 15:53;0;97307;18488;;;115795;;;;;0;;;;;
238;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361996;14-11-2017;14-11-2017 15:53;0;117214;22271;;;139485;;;;;0;;;;;
239;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361995;14-11-2017;14-11-2017 15:53;0;217217;41271;;;258488;;;;;0;;;;;
240;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361990;14-11-2017;14-11-2017 15:53;0;21755;4133;;;25888;;;;;0;;;;;
241;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361993;14-11-2017;14-11-2017 15:53;0;54375;10331;;;64706;;;;;0;;;;;
242;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;361994;14-11-2017;14-11-2017 15:53;0;712934;135457;;;848391;;;;;0;;;;;
243;33;Del Giro;76005843-2;South Pacific Motor Chile S.A;78149;14-11-2017;14-11-2017 15:54;0;53040;10078;;;63118;;;;;0;;;;;
244;33;Del Giro;76686097-4;SOCIEDAD AUTOMOTRIZ RCU SPA;158;14-11-2017;14-11-2017 15:46;0;318000;60420;;;378420;;;;;0;;;;;
245;33;Del Giro;76468831-7;COMERCIAL SAN MIGUEL SPA;204;14-11-2017;14-11-2017 15:47;0;19500;3705;;;23205;;;;;0;;;;;
246;33;Del Giro;76686097-4;SOCIEDAD AUTOMOTRIZ RCU SPA;159;14-11-2017;14-11-2017 15:48;0;232000;44080;;;276080;;;;;0;;;;;
247;34;Del Giro;76448343-K;ASESORIAS INVERSIONES E INMOBILIARIA AICG SPA.;21;14-11-2017;14-11-2017 15:48;11690919;0;0;;;11690919;;;;;0;;;;;
248;33;Del Giro;96931150-K;KIA CHILE S.A.;504288;14-11-2017;14-11-2017 16:06;0;475038;90257;;;565295;;;;;0;;;;;
249;33;Del Giro;76733480-K;COMERCIAL TIER S.A.;12194;14-11-2017;14-11-2017 16:07;0;119920;22785;;;142705;;;;;0;;;;;
250;33;Del Giro;96931150-K;KIA CHILE S.A.;504294;14-11-2017;14-11-2017 16:09;0;151475;28780;;;180255;;;;;0;;;;;
251;33;Del Giro;96931150-K;KIA CHILE S.A.;504295;14-11-2017;14-11-2017 16:09;0;563892;107139;;;671031;;;;;0;;;;;
252;33;Del Giro;76586475-5;AUTOMOTORA M&A SPA;238;14-11-2017;14-11-2017 16:17;0;160000;30400;;;190400;;;;;0;;;;;
253;33;Del Giro;76381436-K;COMPRAVENTA DE REPUESTOS AUTOMOTRICES Y SERVICIOS ISFRAN LIMITADA;2526;14-11-2017;14-11-2017 16:17;0;15000;2850;;;17850;;;;;0;;;;;
254;33;Del Giro;96931150-K;KIA CHILE S.A.;504300;14-11-2017;14-11-2017 16:18;0;93026;17675;;;110701;;;;;0;;;;;
255;33;Del Giro;9454528-5;FERNANDO ANTONIO RODRIGUEZ MUNOZ;6785;14-11-2017;14-11-2017 16:18;0;54622;10378;;;65000;;;;;0;;;;;
256;33;Del Giro;93297000-7;SUBARU CHILE S.A.;163835;14-11-2017;14-11-2017 16:19;0;498827;94777;;;593604;;;;;0;;;;;
257;33;Del Giro;93297000-7;SUBARU CHILE S.A.;163836;14-11-2017;14-11-2017 16:19;0;25709;4885;;;30594;;;;;0;;;;;
258;33;Del Giro;76586475-5;AUTOMOTORA M&A SPA;239;14-11-2017;14-11-2017 16:20;0;90000;17100;;;107100;;;;;0;;;;;
259;33;Del Giro;76381436-K;COMPRAVENTA DE REPUESTOS AUTOMOTRICES Y SERVICIOS ISFRAN LIMITADA;2527;14-11-2017;14-11-2017 16:20;0;15000;2850;;;17850;;;;;0;;;;;
260;61;Del Giro;15373753-3;LUIS ALBERTO AREVALO YANEZ;30;14-11-2017;14-11-2017 16:00;0;4950;941;;;5891;;;;;0;;;;;
261;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;154951;14-11-2017;14-11-2017 16:25;0;24162;4591;;;28753;;;;;0;;;;;
262;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;154952;14-11-2017;14-11-2017 16:25;0;362871;68945;;;431816;;;;;0;;;;;
263;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;154953;14-11-2017;14-11-2017 16:25;0;112108;21301;;;133409;;;;;0;;;;;
264;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;154954;14-11-2017;14-11-2017 16:25;0;161159;30620;;;191779;;;;;0;;;;;
265;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;154955;14-11-2017;14-11-2017 16:25;0;329561;62617;;;392178;;;;;0;;;;;
266;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;154956;14-11-2017;14-11-2017 16:25;0;542245;103027;;;645272;;;;;0;;;;;
267;33;Del Giro;78703910-3;FORD MOTOR COMPANY CHILE SPA;154957;14-11-2017;14-11-2017 16:25;0;58257;11069;;;69326;;;;;0;;;;;
268;33;Del Giro;76733480-K;COMERCIAL TIER S.A.;12193;14-11-2017;14-11-2017 16:03;0;119920;22785;;;142705;;;;;0;;;;;
269;33;Del Giro;96931150-K;KIA CHILE S.A.;504305;14-11-2017;14-11-2017 16:27;0;18238;3465;;;21703;;;;;0;;;;;
270;33;Del Giro;96931150-K;KIA CHILE S.A.;504306;14-11-2017;14-11-2017 16:27;0;15513;2947;;;18460;;;;;0;;;;;
271;33;Del Giro;96931150-K;KIA CHILE S.A.;504307;14-11-2017;14-11-2017 16:27;0;305244;57996;;;363240;;;;;0;;;;;
272;33;Del Giro;96899100-0;COMERCIALIZADORA DITEC AUTOMOVILES S A;1126764;14-11-2017;14-11-2017 16:30;0;95214;18091;;;113305;;;;;0;;;;;
273;33;Del Giro;78329240-8;HERIBERTO BARENDS Y COMPAÑÍA LIMITADA;44612;14-11-2017;14-11-2017 16:31;0;25342;4815;;;30157;;;;;0;;;;;
274;33;Del Giro;96931150-K;KIA CHILE S.A.;504311;14-11-2017;14-11-2017 16:33;0;322115;61202;;;383317;;;;;0;;;;;
275;33;Del Giro;93297000-7;SUBARU CHILE S.A.;163843;14-11-2017;14-11-2017 16:33;0;305272;58002;;;363274;;;;;0;;;;;
276;33;Del Giro;96364000-5;MMC Chile S.A.;435378;14-11-2017;14-11-2017 16:37;0;107479;20421;;;127900;;;;;0;;;;;
277;33;Del Giro;76586475-5;AUTOMOTORA M&A SPA;236;14-11-2017;14-11-2017 16:12;0;90000;17100;;;107100;;;;;0;;;;;
278;33;Del Giro;76324604-3;SERVICIO TECNICO SKAN SERVICES LIMITADA;4026;14-11-2017;14-11-2017 16:13;0;159000;30210;;;189210;;;;;0;;;;;
279;33;Del Giro;76324604-3;SERVICIO TECNICO SKAN SERVICES LIMITADA;4027;14-11-2017;14-11-2017 16:14;0;82000;15580;;;97580;;;;;0;;;;;
280;33;Del Giro;96931150-K;KIA CHILE S.A.;504297;14-11-2017;14-11-2017 16:14;0;55557;10556;;;66113;;;;;0;;;;;
281;33;Del Giro;76586475-5;AUTOMOTORA M&A SPA;237;14-11-2017;14-11-2017 16:15;0;120000;22800;;;142800;;;;;0;;;;;
282;33;Del Giro;85184600-K;CRUZ Y CIA. LTDA;257635;14-11-2017;14-11-2017 16:15;0;2941;559;;;3500;;;;;0;;;;;
283;33;Del Giro;93297000-7;SUBARU CHILE S.A.;163846;14-11-2017;14-11-2017 16:48;0;183701;34903;;;218604;;;;;0;;;;;
284;33;Del Giro;96899100-0;COMERCIALIZADORA DITEC AUTOMOVILES S A;1126755;14-11-2017;14-11-2017 16:20;0;61089;11607;;;72696;;;;;0;;;;;
285;33;Del Giro;96931150-K;KIA CHILE S.A.;504315;14-11-2017;14-11-2017 16:50;0;695199;132088;;;827287;;;;;0;;;;;
286;33;Del Giro;96931150-K;KIA CHILE S.A.;504316;14-11-2017;14-11-2017 16:50;0;907392;172404;;;1079796;;;;;0;;;;;
287;33;Del Giro;96931150-K;KIA CHILE S.A.;504317;14-11-2017;14-11-2017 16:50;0;365628;69469;;;435097;;;;;0;;;;;
288;33;Del Giro;96676670-0;Comercial Chrysler S.A.;477566;14-11-2017;14-11-2017 16:55;0;10661177;2025624;;;12686801;;;;;0;;;;;
289;33;Del Giro;96899100-0;COMERCIALIZADORA DITEC AUTOMOVILES S A;1126759;14-11-2017;14-11-2017 16:25;0;348667;66247;;;414914;;;;;0;;;;;
290;33;Del Giro;76586475-5;AUTOMOTORA M&A SPA;240;14-11-2017;14-11-2017 16:25;0;90000;17100;;;107100;;;;;0;;;;;
291;33;Del Giro;96931150-K;KIA CHILE S.A.;504325;14-11-2017;14-11-2017 16:57;0;112986;21467;;;134453;;;;;0;;;;;
292;33;Del Giro;93297000-7;SUBARU CHILE S.A.;163848;14-11-2017;14-11-2017 16:58;0;174233;33104;;;207337;;;;;0;;;;;
293;33;Del Giro;93297000-7;SUBARU CHILE S.A.;163851;14-11-2017;14-11-2017 16:58;0;189518;36008;;;225526;;;;;0;;;;;
294;33;Del Giro;78329240-8;HERIBERTO BARENDS Y COMPAÑÍA LIMITADA;44611;14-11-2017;14-11-2017 16:31;0;45061;8562;;;53623;;;;;0;;;;;
295;33;Del Giro;76005843-2;South Pacific Motor Chile S.A;81200;14-11-2017;14-11-2017 17:06;0;6791345;1290356;;;8081701;;;;;0;;;;;
296;33;Del Giro;76005843-2;South Pacific Motor Chile S.A;81198;14-11-2017;14-11-2017 17:06;0;6311429;1199172;;;7510601;;;;;0;;;;;
297;33;Del Giro;76005843-2;South Pacific Motor Chile S.A;81199;14-11-2017;14-11-2017 17:06;0;5679496;1079104;;;6758600;;;;;0;;;;;
298;33;Del Giro;76005843-2;South Pacific Motor Chile S.A;81205;14-11-2017;14-11-2017 17:06;0;6791345;1290356;;;8081701;;;;;0;;;;;
299;33;Del Giro;76005843-2;South Pacific Motor Chile S.A;81203;14-11-2017;14-11-2017 17:06;0;6791345;1290356;;;8081701;;;;;0;;;;;
300;33;Del Giro;76005843-2;South Pacific Motor Chile S.A;81204;14-11-2017;14-11-2017 17:06;0;6791345;1290356;;;8081701;;;;;0;;;;;
301;33;Del Giro;76005843-2;South Pacific Motor Chile S.A;81206;14-11-2017;14-11-2017 17:06;0;6791345;1290356;;;8081701;;;;;0;;;;;
302;33;Del Giro;76005843-2;South Pacific Motor Chile S.A;81201;14-11-2017;14-11-2017 17:06;0;6791345;1290356;;;8081701;;;;;0;;;;;
303;33;Del Giro;76005843-2;South Pacific Motor Chile S.A;81202;14-11-2017;14-11-2017 17:06;0;6791345;1290356;;;8081701;;;;;0;;;;;
304;33;Del Giro;76005843-2;South Pacific Motor Chile S.A;81209;14-11-2017;14-11-2017 17:06;0;6791345;1290356;;;8081701;;;;;0;;;;;
305;33;Del Giro;76005843-2;South Pacific Motor Chile S.A;81208;14-11-2017;14-11-2017 17:06;0;5679496;1079104;;;6758600;;;;;0;;;;;
306;33;Del Giro;76005843-2;South Pacific Motor Chile S.A;81207;14-11-2017;14-11-2017 17:06;0;5679496;1079104;;;6758600;;;;;0;;;;;
307;33;Del Giro;76005843-2;South Pacific Motor Chile S.A;81210;14-11-2017;14-11-2017 17:06;0;6791345;1290356;;;8081701;;;;;0;;;;;
308;33;Del Giro;76005843-2;South Pacific Motor Chile S.A;81212;14-11-2017;14-11-2017 17:06;0;10151848;1928851;;;12080699;;;;;0;;;;;
309;33;Del Giro;76005843-2;South Pacific Motor Chile S.A;81213;14-11-2017;14-11-2017 17:06;0;6791345;1290356;;;8081701;;;;;0;;;;;
310;33;Del Giro;76005843-2;South Pacific Motor Chile S.A;81211;14-11-2017;14-11-2017 17:06;0;10151848;1928851;;;12080699;;;;;0;;;;;
311;33;Del Giro;81915900-9;COOP DE SERVICIOS DE DUENOS DE AUTOTOBUS;94267;14-11-2017;14-11-2017 17:08;0;8545;1623;;;15180;;;;;0;;35;5012;1;
312;33;Del Giro;96931150-K;KIA CHILE S.A.;504318;14-11-2017;14-11-2017 16:53;0;186073;35354;;;221427;;;;;0;;;;;
313;33;Del Giro;76586475-5;AUTOMOTORA M&A SPA;241;14-11-2017;14-11-2017 17:33;0;250000;47500;;;297500;;;;;0;;;;;
314;33;Del Giro;76586475-5;AUTOMOTORA M&A SPA;242;14-11-2017;14-11-2017 17:34;0;80000;15200;;;95200;;;;;0;;;;;
315;33;Del Giro;76586475-5;AUTOMOTORA M&A SPA;243;14-11-2017;14-11-2017 17:35;0;120000;22800;;;142800;;;;;0;;;;;
316;33;Del Giro;91502000-3;SALINAS Y FABRES S.A.;2214035;14-11-2017;14-11-2017 17:05;0;42578;8090;;;50668;;;;;0;;;;;
317;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248273;14-11-2017;14-11-2017 17:48;0;78431;14902;;;93333;;;;;0;;;;;
318;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248276;14-11-2017;14-11-2017 17:48;0;142406;27057;;;169463;;;;;0;;;;;
319;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248278;14-11-2017;14-11-2017 17:48;0;58256;11069;;;69325;;;;;0;;;;;
320;34;Del Giro;78437680-K;PINEDA SALGADO Y COMPANIA LIMITADA;1040;14-11-2017;14-11-2017 17:08;226310;0;0;;;226310;;;;;0;;;;;
321;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248285;14-11-2017;14-11-2017 17:50;0;161461;30678;;;192139;;;;;0;;;;;
322;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248293;14-11-2017;14-11-2017 17:50;0;75839;14409;;;90248;;;;;0;;;;;
323;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248286;14-11-2017;14-11-2017 17:50;0;290210;55140;;;345350;;;;;0;;;;;
324;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248295;14-11-2017;14-11-2017 17:50;0;126112;23961;;;150073;;;;;0;;;;;
325;33;Del Giro;76154840-9;COMERCIAL ROPULLI LTDA.;15491;14-11-2017;14-11-2017 17:53;0;10471;1989;;;12460;;;;;0;;;;;
326;33;Del Giro;76360903-0;RENTOKIL;106274;14-11-2017;14-11-2017 17:53;0;236860;45003;;;281863;;;;;0;;;;;
327;33;Del Giro;76360903-0;RENTOKIL;106275;14-11-2017;14-11-2017 17:53;0;127940;24309;;;152249;;;;;0;;;;;
328;33;Del Giro;76733480-K;COMERCIAL TIER S.A.;12197;14-11-2017;14-11-2017 17:58;0;471920;89665;;;561585;;;;;0;;;;;
329;33;Del Giro;76733480-K;COMERCIAL TIER S.A.;12198;14-11-2017;14-11-2017 18:09;0;297330;56493;;;353823;;;;;0;;;;;
330;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248307;14-11-2017;14-11-2017 18:11;0;74249;14107;;;88356;;;;;0;;;;;
331;33;Del Giro;96984230-0;Ssangyong Motor Chile S.A.;362011;14-11-2017;14-11-2017 18:33;0;3737;710;;;4447;;;;;0;;;;;
332;33;Del Giro;96676670-0;Comercial Chrysler S.A.;474303;14-11-2017;14-11-2017 18:35;0;306848;58301;;;365149;;;;;0;;;;;
333;33;Del Giro;96555640-0;Comercial Itala S.A.;211460;14-11-2017;14-11-2017 18:36;0;32742;6221;;;38963;;;;;0;;;;;
334;33;Del Giro;96555640-0;Comercial Itala S.A.;211461;14-11-2017;14-11-2017 18:36;0;287001;54530;;;341531;;;;;0;;;;;
335;33;Del Giro;96555640-0;Comercial Itala S.A.;211462;14-11-2017;14-11-2017 18:36;0;154879;29427;;;184306;;;;;0;;;;;
336;33;Del Giro;76390989-1;NISSAN NISSAN CHILE SPA;248277;14-11-2017;14-11-2017 17:48;0;222454;42266;;;264720;;;;;0;;;;;
337;33;Del Giro;96364000-5;MMC Chile S.A.;435407;14-11-2017;14-11-2017 18:37;0;297181;56464;;;353645;;;;;0;;;;;
338;33;Del Giro;96364000-5;MMC Chile S.A.;435404;14-11-2017;14-11-2017 18:37;0;285502;54245;;;339747;;;;;0;;;;;
339;33;Del Giro;96364000-5;MMC Chile S.A.;435406;14-11-2017;14-11-2017 18:37;0;227701;43263;;;270964;;;;;0;;;;;
340;33;Del Giro;96364000-5;MMC Chile S.A.;435405;14-11-2017;14-11-2017 18:37;0;461601;87704;;;549305;;;;;0;;;;;
341;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;230957;14-11-2017;14-11-2017 18:38;0;1702384;323453;;;2025837;;;;;0;;;;;
342;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;230961;14-11-2017;14-11-2017 18:38;0;826400;157016;;;983416;;;;;0;;;;;
343;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;230958;14-11-2017;14-11-2017 18:38;0;115696;21982;;;137678;;;;;0;;;;;
344;33;Del Giro;96726670-1;FORUM DISTRIBUIDORA S A;230960;14-11-2017;14-11-2017 18:38;0;215000;40850;;;255850;;;;;0;;;;;
